source	accession	volume	family	title	element	h_cm	w_cm	l_cm	d_cm	diam_cm	n1_cm	n2_cm	n3_cm	weight_g	raw
cma	1952.227.13.a	core	bindings_codices	Book of Hours (Use of Rouen): fol. 13r, The Four Evangelists	Codex						19.5	13.1			Codex: 19.5 x 13.1 cm (7 11/16 x 5 3/16 in.)
cma	2008.2.230.a	core	book_furniture	Fol. 230r, Psalm 97, historiated initial C, two clerics sing	Overall						35.6	24.2			Overall: 35.6 x 24.2 cm (14 x 9 1/2 in.)
cma	1924.428	core	book_furniture	Fragment from a Lectern Bible: Initial E[t fecit Josias] wit	Sheet						10.5	8.0			Sheet: 10.5 x 8 cm (4 1/8 x 3 1/8 in.)
cma	1968.190	core	leaves_illumination	Miniature from a Latin Bible: Saint Luke	Sheet						17.3	16.1			Sheet: 17.3 x 16.1 cm (6 13/16 x 6 5/16 in.); Framed: 44.5 x 34.3 cm (17 1/2 x 13 1/2 in.); Matted: 40.6 x 30.5 cm (16 x 12 in.)
cma	1968.190	core	leaves_illumination	Miniature from a Latin Bible: Saint Luke	Framed						44.5	34.3			Sheet: 17.3 x 16.1 cm (6 13/16 x 6 5/16 in.); Framed: 44.5 x 34.3 cm (17 1/2 x 13 1/2 in.); Matted: 40.6 x 30.5 cm (16 x 12 in.)
cma	1968.190	core	leaves_illumination	Miniature from a Latin Bible: Saint Luke	Matted						40.6	30.5			Sheet: 17.3 x 16.1 cm (6 13/16 x 6 5/16 in.); Framed: 44.5 x 34.3 cm (17 1/2 x 13 1/2 in.); Matted: 40.6 x 30.5 cm (16 x 12 in.)
cma	1959.271	core	leaves_illumination	Single Leaf from a Bible: Initial E[t factum est] with Jonah	Sheet						26.7	40.3			Sheet: 26.7 x 40.3 cm (10 1/2 x 15 7/8 in.)
cma	1952.565	core	leaves_illumination	Partial Leaf from a Latin Bible: Initial I[n principio] with	Sheet						42.0	15.3			Sheet: 42 x 15.3 cm (16 9/16 x 6 in.)
cma	1952.465.51.b	core	bindings_codices	Gospel Book with Evangelist Portraits: Saint Mark	Codex						23.0	17.0			Codex: 23 x 17 cm (9 1/16 x 6 11/16 in.)
cma	1952.465.144.b	core	bindings_codices	Gospel Book with Evangelist Portraits:  Saint John	Codex						23.0	17.0			Codex: 23 x 17 cm (9 1/16 x 6 11/16 in.)
cma	1952.465.2.b	core	bindings_codices	Gospel Book with Evangelist Portraits: Saint Matthew	Codex						23.7	18.4	5.4		Codex: 23.7 x 18.4 x 5.4 cm (9 5/16 x 7 1/4 x 2 1/8 in.)
cma	1952.465.186.a	core	bindings_codices	Gospel Book with Evangelist Portraits: Decorated Initial	Codex						23.7	18.4	5.4		Codex: 23.7 x 18.4 x 5.4 cm (9 5/16 x 7 1/4 x 2 1/8 in.)
cma	1952.227	core	bindings_codices	Book of Hours (Use of Rouen)	Codex						19.5	13.1			Codex: 19.5 x 13.1 cm (7 11/16 x 5 3/16 in.)
cma	2009.276	core	bindings_codices	Printed Book of Hours (Use of Rome)	Overall						16.7	10.5	3.0		Overall: 16.7 x 10.5 x 3 cm (6 9/16 x 4 1/8 x 1 3/16 in.)
cma	1942.169	core	bindings_codices	Book of Hours (Use of Paris)	Sheet						20.3	14.0			Sheet: 20.3 x 14 cm (8 x 5 1/2 in.)
cma	1951.120	core	bindings_codices	Book of Hours (Use of Paris)	Codex						18.4	13.3			Codex: 18.4 x 13.3 cm (7 1/4 x 5 1/4 in.)
cma	2011.60	core	bindings_codices	Leaf from a Book of Hours: Adoration of the Magi	Leaf						20.2	14.4			Leaf: 20.2 x 14.4 cm (7 15/16 x 5 11/16 in.)
cma	1953.366.1	core	bindings_codices	Leaf from a Book of Hours: The Visitation	Sheet						17.0	12.7			Sheet: 17 x 12.7 cm (6 11/16 x 5 in.)
cma	2005.204	core	bindings_codices	Leaf from a Book of Hours: St. Matthew	Leaf						18.1	13.0			Leaf: 18.1 x 13 cm (7 1/8 x 5 1/8 in.)
cma	1942.1514	core	bindings_codices	Book of Hours (Use of Metz)	Sheet						14.2	9.4			Sheet: 14.2 x 9.4 cm (5 9/16 x 3 11/16 in.)
cma	2009.276.95.b	core	bindings_codices	Printed Book of Hours (Use of Rome): fol. 95v, Text	Overall						16.7	10.5	3.0		Overall: 16.7 x 10.5 x 3 cm (6 9/16 x 4 1/8 x 1 3/16 in.)
cma	2001.79.b	core	bindings_codices	Leaf from a Book of Hours: Text with Illustrated Border (ver	Each leaf						17.9	12.8			Each leaf: 17.9 x 12.8 cm (7 1/16 x 5 1/16 in.)
cma	2009.276.66.b	core	bindings_codices	Printed Book of Hours (Use of Rome): fol. 66v, Text	Overall						16.7	10.5	3.0		Overall: 16.7 x 10.5 x 3 cm (6 9/16 x 4 1/8 x 1 3/16 in.)
cma	2005.208	core	bindings_codices	Leaf from a Book of Hours: The Betrayal of Christ	Leaf						12.4	9.3			Leaf: 12.4 x 9.3 cm (4 7/8 x 3 11/16 in.)
cma	1951.394	core	bindings_codices	Single Leaf from a Book of Hours: Pieta	Sheet						14.0	9.3			Sheet: 14 x 9.3 cm (5 1/2 x 3 11/16 in.)
cma	1953.366	core	bindings_codices	Leaves from a Book of Hours: The Visitation and Christ in Ju	Sheet						17.0	12.7			Sheet: 17 x 12.7 cm (6 11/16 x 5 in.)
cma	1999.127	core	bindings_codices	Leaf from a Book of Hours: Christ Carrying the Cross (Sext, 	Each leaf						17.2	12.1			Each leaf: 17.2 x 12.1 cm (6 3/4 x 4 3/4 in.)
cma	1999.128	core	bindings_codices	Annunciation to the Shepherds: Leaf from a Book of Hours (1 	Each leaf						16.1	12.4			Each leaf: 16.1 x 12.4 cm (6 5/16 x 4 7/8 in.)
cma	2011.63	core	bindings_codices	Leaf from a Book of Hours: St. Barbara (2 of 2 Excised Leave	Leaf						23.7	18.6			Leaf: 23.7 x 18.6 cm (9 5/16 x 7 5/16 in.)
cma	1955.79	light	chandeliers	Pair of Bifolio from a Book of Hours: Adoration of the Magi 	Folio						16.8	12.7			Folio: 16.8 x 12.7 cm (6 5/8 x 5 in.)
cma	1998.124	core	bindings_codices	Book of Hours (Use of Utrecht)	Overall						5.9	11.6			Overall: 5.9 x 11.6 cm (2 5/16 x 4 9/16 in.)
cma	2003.174.2	core	bindings_codices	Leaf from a Book of Hours: Penitential Psalms	Each leaf						11.2	6.4			Each leaf: 11.2 x 6.4 cm (4 7/16 x 2 1/2 in.)
cma	2001.78	core	bindings_codices	Leaf from a Book of Hours:  Presentation in the Temple with 	Each leaf						11.2	9.0			Each leaf: 11.2 x 9 cm (4 7/16 x 3 9/16 in.)
cma	1921.1258	armor	helmets_european	Cavalry Spider Helmet	Overall						30.2	21.3	17.7		Overall: 30.2 x 21.3 x 17.7 cm (11 7/8 x 8 3/8 x 6 15/16 in.)
cma	2013.50	armor	helmets_european	Savoyard Helmet (Todenkopf)	Overall						30.5				Overall: 30.5 cm (12 in.)
cma	1916.1855	armor	helmets_european	Close Helmet in Maximilian Style	Overall						30.5	21.8	32.0		Overall: 30.5 x 21.8 x 32 cm (12 x 8 9/16 x 12 5/8 in.)
cma	1916.1787	armor	helmets_european	Close Helmet (from a funerary achievement?)	Overall						33.0	34.0	21.3		Overall: 33 x 34 x 21.3 cm (13 x 13 3/8 x 8 3/8 in.)
cma	1926.54	armor	helmets_ancient	Corinthian Helmet	Overall						21.5				Overall: 21.5 cm (8 7/16 in.)
cma	2024.63	armor	helmets_ancient	Corinthian Helmet	Overall						23.5	19.5	27.0		Overall: 23.5 x 19.5 x 27 cm (9 1/4 x 7 11/16 x 10 5/8 in.)
cma	2012.38.a	armor	helmets_european	Field Armor in Maximilian Style: Helmet	Overall						170.2				Overall: 170.2 cm (67 in.)
cma	1916.904.2	armor	helmets_european	Helmet	Average						25.4				Average: 25.4 cm (10 in.)
cma	2012.37.a	armor	helmets_european	Cuirassier's Armor: Helmet	Overall						171.4				Overall: 171.4 cm (67 1/2 in.)
cma	2023.106	armor	helmets_ancient	Chalcidian Helmet	height						31.8				height: 31.8 cm (12 1/2 in.)
cma	1919.62	armor	helmets_european	Helmet	Overall						9.6				Overall: 9.6 cm (3 3/4 in.); Diameter: 20.7 cm (8 1/8 in.)
cma	1919.62	armor	helmets_european	Helmet	Diameter						20.7				Overall: 9.6 cm (3 3/4 in.); Diameter: 20.7 cm (8 1/8 in.)
cma	1916.1816.a	armor	helmets_european	Close Helmet	Overall						29.5	28.5	23.0		Overall: 29.5 x 28.5 x 23 cm (11 5/8 x 11 1/4 x 9 1/16 in.)
cma	1916.1808	armor	helmets_european	Morion	Overall						39.0	23.5	33.0		Overall: 39 x 23.5 x 33 cm (15 3/8 x 9 1/4 x 13 in.)
cma	1916.1651	armor	helmets_european	Close Helmet in Maximilian Style	Overall						29.2	34.9	23.5		Overall: 29.2 x 34.9 x 23.5 cm (11 1/2 x 13 3/4 x 9 1/4 in.)
cma	1916.1919	home	kitchen_metal	 Kettle Hat (War Hat)	Overall						30.3	25.9	17.5		Overall: 30.3 x 25.9 x 17.5 cm (11 15/16 x 10 3/16 x 6 7/8 in.)
cma	1916.1920	armor	helmets_european	Gothic Bevor	Overall						27.4	16.3			Overall: 27.4 x 16.3 cm (10 13/16 x 6 7/16 in.)
cma	1916.1531	thief	cups_tankards	Close Helmet, from a Small Garniture, perhaps for Siegmund F	Overall						40.0	35.5	23.0		Overall: 40 x 35.5 x 23 cm (15 3/4 x 14 x 9 1/16 in.)
cma	1916.1642	armor	helmets_european	Burgonet	Overall						25.3	26.0	25.3		Overall: 25.3 x 26 x 25.3 cm (9 15/16 x 10 1/4 x 9 15/16 in.)
cma	1923.1065	armor	helmets_european	Barbute (from the Venetian Garrison at Chalcis)	Overall						29.0	21.0	25.0		Overall: 29 x 21 x 25 cm (11 7/16 x 8 1/4 x 9 13/16 in.); Sleeves: 43.2 cm (17 in.)
cma	1923.1065	armor	helmets_european	Barbute (from the Venetian Garrison at Chalcis)	Sleeves						43.2				Overall: 29 x 21 x 25 cm (11 7/16 x 8 1/4 x 9 13/16 in.); Sleeves: 43.2 cm (17 in.)
cma	2014.393	armor	helmets_european	Visored Sallet	Overall						21.0	25.0	42.0		Overall: 21 x 25 x 42 cm (8 1/4 x 9 13/16 x 16 9/16 in.)
cma	1916.1646	armor	helmets_european	Closed Sallet with Grotesque Face (Schembart visor)	Overall						27.3	25.7	22.2		Overall: 27.3 x 25.7 x 22.2 cm (10 3/4 x 10 1/8 x 8 3/4 in.)
cma	1916.29	armor	body_armor	Gothic Breastplate	Overall						50.5	35.8	15.8		Overall: 50.5 x 35.8 x 15.8 cm (19 7/8 x 14 1/8 x 6 1/4 in.)
cma	1916.1647	armor	body_armor	Breastplate	Overall						31.3	35.0	20.0		Overall: 31.3 x 35 x 20 cm (12 5/16 x 13 3/4 x 7 7/8 in.)
cma	1916.684	armor	body_armor	Gothic Breastplate	Overall						32.4	31.4			Overall: 32.4 x 31.4 cm (12 3/4 x 12 3/8 in.)
cma	1916.1521	armor	body_armor	Breastplate from Hussar's Cuirass	Overall						42.3	35.0			Overall: 42.3 x 35 cm (16 5/8 x 13 3/4 in.)
cma	1916.1654	armor	body_armor	Breastplate with Etched Bands of Trophies and Medallions	Overall						46.0	34.7	15.9		Overall: 46 x 34.7 x 15.9 cm (18 1/8 x 13 11/16 x 6 1/4 in.)
cma	1916.1091.a	armor	body_armor	Breastplate	Overall						39.4	35.8	17.5		Overall: 39.4 x 35.8 x 17.5 cm (15 1/2 x 14 1/8 x 6 7/8 in.)
cma	1916.1816.e	armor	body_armor	Breastplate	Overall						46.0	36.0	15.3		Overall: 46 x 36 x 15.3 cm (18 1/8 x 14 3/16 x 6 in.)
cma	1916.1640.a	armor	body_armor	Breastplate in the Maximilian Style	Overall						48.3	40.3	16.0		Overall: 48.3 x 40.3 x 16 cm (19 x 15 7/8 x 6 5/16 in.)
cma	1919.63	armor	body_armor	Gothic Breastplate and Taces	Overall						41.0	31.7	14.0		Overall: 41 x 31.7 x 14 cm (16 1/8 x 12 1/2 x 5 1/2 in.)
cma	1916.1653	armor	helmets_european	Burgonet	Overall						31.5	35.4	21.3		Overall: 31.5 x 35.4 x 21.3 cm (12 3/8 x 13 15/16 x 8 3/8 in.)
cma	1916.1946.n	armor	body_armor	Breastplate	Overall						34.5	20.0	31.2		Overall: 34.5 x 20 x 31.2 cm (13 9/16 x 7 7/8 x 12 5/16 in.)
cma	1916.1082	armor	limbs_hands	Black and White Elbow Gauntlet for the Right Hand	Overall						43.2	12.7			Overall: 43.2 x 12.7 cm (17 x 5 in.)
cma	1916.2081	armor	limbs_hands	Gothic Mitten Gauntlet for the Right Hand	Overall						32.0	9.5			Overall: 32 x 9.5 cm (12 5/8 x 3 3/4 in.)
cma	1916.1645	armor	limbs_hands	Gothic Mitten Gauntlet	Overall						30.2	10.8			Overall: 30.2 x 10.8 cm (11 7/8 x 4 1/4 in.)
cma	1916.1901.b	armor	limbs_hands	Gauntlet	Overall						20.0				Overall: 20 cm (7 7/8 in.)
cma	1916.1946.g	armor	limbs_hands	Right Gauntlet	Overall						34.5	20.0	31.2		Overall: 34.5 x 20 x 31.2 cm (13 9/16 x 7 7/8 x 12 5/16 in.)
cma	1916.1901.a	armor	limbs_hands	Gauntlet	Overall						21.3				Overall: 21.3 cm (8 3/8 in.)
cma	1923.1067.j	armor	limbs_hands	Right Gauntlet	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1923.1067.k	armor	limbs_hands	Left Gauntlet	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1921.1255	armor	mail	Gauntlet of Mail	Overall						26.1				Overall: 26.1 cm (10 1/4 in.)
cma	1916.1946.f	armor	limbs_hands	Left Gauntlet	Overall						34.5	20.0	31.2		Overall: 34.5 x 20 x 31.2 cm (13 9/16 x 7 7/8 x 12 5/16 in.)
cma	2012.37	armor	body_armor	Cuirassier's Armor	Overall						171.4				Overall: 171.4 cm (67 1/2 in.)
cma	2012.38	armor	body_armor	Field Armor in Maximilian Style	Overall						170.2				Overall: 170.2 cm (67 in.)
cma	1916.1714	armor	body_armor	Partial Suit of Armor in Maximilian Style	Overall						28.7	30.4	21.7		Overall: 28.7 x 30.4 x 21.7 cm (11 5/16 x 11 15/16 x 8 9/16 in.)
cma	1996.299	armor	body_armor	Half Armor for the Foot Tournament	Overall						31.7	27.7	21.6		Overall: 31.7 x 27.7 x 21.6 cm (12 1/2 x 10 7/8 x 8 1/2 in.)
cma	1916.708	armor	body_armor	Left Arm Elements from a Boy's Armor (Lower Cannon, Couter, 	Overall						17.0				Overall: 17 cm (6 11/16 in.)
cma	1916.1721	armor	body_armor	"""Waistcoat"" Cuirass (Combined Breast and Backplates)"	Overall						47.6	29.6	25.7		Overall: 47.6 x 29.6 x 25.7 cm (18 3/4 x 11 5/8 x 10 1/8 in.)
cma	1916.1845	armor	horse_armor	Chanfron in Maximilian Style	Overall						59.2	33.2	10.1		Overall: 59.2 x 33.2 x 10.1 cm (23 5/16 x 13 1/16 x 4 in.)
cma	1916.1528	armor	limbs_hands	Pauldron for Right shoulder	Overall						26.4	28.0			Overall: 26.4 x 28 cm (10 3/8 x 11 in.)
cma	1923.1120	armor	mail	Hauberk	Overall						76.2				Overall: 76.2 cm (30 in.); Sleeves: 43.2 cm (17 in.)
cma	1923.1120	armor	mail	Hauberk	Sleeves						43.2				Overall: 76.2 cm (30 in.); Sleeves: 43.2 cm (17 in.)
cma	1916.1543	armor	mail	Hauberk	Overall						121.3	85.7			Overall: 121.3 x 85.7 cm (47 3/4 x 33 3/4 in.)
cma	1916.1565	home	kitchen_metal	War Hat (or Kettle Hat)	Overall						36.0	22.0	26.6		Overall: 36 x 22 x 26.6 cm (14 3/16 x 8 11/16 x 10 1/2 in.)
cma	1916.1817	armor	mail	Hauberk	Diameter						1.1				Diameter: 1.1 cm (7/16 in.); Overall: 128.3 x 91.4 cm (50 1/2 x 36 in.)
cma	1916.1817	armor	mail	Hauberk	Overall						128.3	91.4			Diameter: 1.1 cm (7/16 in.); Overall: 128.3 x 91.4 cm (50 1/2 x 36 in.)
cma	1916.1638.b	armor	mail	Sleeve of Chain Mail	Overall						93.3				Overall: 93.3 cm (36 3/4 in.); Across top: 51.5 cm (20 1/4 in.)
cma	1916.1638.b	armor	mail	Sleeve of Chain Mail	Across top						51.5				Overall: 93.3 cm (36 3/4 in.); Across top: 51.5 cm (20 1/4 in.)
cma	1916.1972	armor	mail	Cape of Mail	Overall						94.0	35.6			Overall: 94 x 35.6 cm (37 x 14 in.)
cma	1916.1092	armor	mail	Hauberk of Chain Mail	Overall						104.8				Overall: 104.8 cm (41 1/4 in.)
cma	1916.1971	armor	mail	Chain Mail	Average						50.8				Average: 50.8 cm (20 in.); Across top: 35.6 cm (14 in.)
cma	1916.1971	armor	mail	Chain Mail	Across top						35.6				Average: 50.8 cm (20 in.); Across top: 35.6 cm (14 in.)
cma	1916.1638	armor	mail	Sleeves of Chain Mail	Overall						86.4	28.0			Overall: 86.4 x 28 cm (34 x 11 in.)
cma	1916.1638.a	armor	mail	Sleeve of Chain Mail	Overall						86.4	28.0			Overall: 86.4 x 28 cm (34 x 11 in.)
cma	1916.904	armor	helmets_european	Corselet and Helmet	Average						80.6				Average: 80.6 cm (31 3/4 in.)
cma	1916.1519	armor	limbs_hands	Leg Guard (Greave) 	Overall						43.2	12.4			Overall: 43.2 x 12.4 cm (17 x 4 7/8 in.)
cma	1916.1511.m	armor	limbs_hands	Proper Left Greave	Overall						33.5				Overall: 33.5 cm (13 3/16 in.)
cma	1923.1067.s	armor	limbs_hands	Left Greave	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1923.1067.r	armor	limbs_hands	Right Greave	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1916.1085	armor	helmets_european	Peaked Morion	Overall						35.4	23.7	26.7		Overall: 35.4 x 23.7 x 26.7 cm (13 15/16 x 9 5/16 x 10 1/2 in.)
cma	1916.1516	armor	helmets_european	Morion of the State Guard of Elector Christian I of Saxony	Overall						33.3	27.0	23.5		Overall: 33.3 x 27 x 23.5 cm (13 1/8 x 10 5/8 x 9 1/4 in.)
cma	1919.57	armor	helmets_european	Black and White Morion (of Munich Town Guard)	Overall						25.4	36.2	23.2		Overall: 25.4 x 36.2 x 23.2 cm (10 x 14 1/4 x 9 1/8 in.)
cma	1916.1080	armor	helmets_european	Black and White Morion	Overall						36.3	28.6	24.4		Overall: 36.3 x 28.6 x 24.4 cm (14 5/16 x 11 1/4 x 9 5/8 in.)
cma	1921.1250	armor	body_armor	Body Guard (Brigandine)	Overall						56.5	47.6			Overall: 56.5 x 47.6 cm (22 1/4 x 18 3/4 in.)
cma	1916.1804.a	armor	helmets_european	Triple-Crested Burgonet	Overall						28.0	30.2	21.3		Overall: 28 x 30.2 x 21.3 cm (11 x 11 7/8 x 8 3/8 in.)
cma	1916.1086	armor	helmets_european	Burgonet with Hinged Cheek Pieces	Overall						37.0	31.2	19.2		Overall: 37 x 31.2 x 19.2 cm (14 9/16 x 12 5/16 x 7 9/16 in.)
cma	1916.1650	armor	helmets_european	Burgonet	Overall						23.8	29.2	24.2		Overall: 23.8 x 29.2 x 24.2 cm (9 3/8 x 11 1/2 x 9 1/2 in.)
cma	1916.1088	armor	helmets_european	Burgonet with Hinged Cheek Pieces	Overall						33.0	28.5	26.2		Overall: 33 x 28.5 x 26.2 cm (13 x 11 1/4 x 10 5/16 in.)
cma	1916.1649	armor	helmets_european	Close Helmet (Burgonet)	Overall						34.3	25.7	22.2		Overall: 34.3 x 25.7 x 22.2 cm (13 1/2 x 10 1/8 x 8 3/4 in.)
cma	1916.891	armor	helmets_european	Black and White Burgonet (of the Civic Guard of Bologna)	Overall						31.8	35.6	19.0		Overall: 31.8 x 35.6 x 19 cm (12 1/2 x 14 x 7 1/2 in.)
cma	1923.1067.a	armor	helmets_european	Close Helmet	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1916.1946.a	armor	helmets_european	Close Helmet for the Field	Overall						34.5	20.0	31.2		Overall: 34.5 x 20 x 31.2 cm (13 9/16 x 7 7/8 x 12 5/16 in.)
cma	1916.1526	armor	horse_armor	Demi-Chanfron	Overall						6.8	24.5			Overall: 6.8 x 24.5 cm (2 11/16 x 9 5/8 in.)
cma	1916.1888.2	armor	body_armor	Pommel Plate of a Saddle, from the Garniture of Rudolf II	Overall						31.3	17.0			Overall: 31.3 x 17 cm (12 5/16 x 6 11/16 in.)
cma	1916.1888.1	arch	arches_keystones	"Pommel Plate of a Saddle, from the ""Flechtband"" Garniture of"	Overall						33.0	17.8			Overall: 33 x 17.8 cm (13 x 7 in.)
cma	1919.49	armor	horse_armor	Pair of Stirrups	Overall						17.2	12.1			Overall: 17.2 x 12.1 cm (6 3/4 x 4 3/4 in.)
cma	1923.1067.v	armor	body_armor	Armored Horse's Rein	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1923.1067.w	armor	body_armor	Armored Horse's Rein	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1923.1067.y	armor	horse_armor	Horse's Crinet	Overall						27.3	33.0			Overall: 27.3 x 33 cm (10 3/4 x 13 in.)
cma	1952.586	thief	keys	Key	Overall						15.6				Overall: 15.6 cm (6 1/8 in.)
cma	2021.157.b	thief	cups_tankards	Tea Cup	Handle						7.6				Handle: 7.6 cm (3 in.)
cma	2021.157	thief	cups_tankards	Tea Cup and Holder	Handle						7.6				Handle: 7.6 cm (3 in.)
cma	2021.157.a	thief	cups_tankards	Tea Cup Holder	Handle						7.6				Handle: 7.6 cm (3 in.)
cma	1949.16	thief	chests_caskets	Casket	Overall						9.3	23.4	13.5		Overall: 9.3 x 23.4 x 13.5 cm (3 11/16 x 9 3/16 x 5 5/16 in.)
cma	1974.86	thief	chests_caskets	Boncompagni-Ludovisi-Ottoboni Marriage Casket	Overall						19.1	40.7	22.9		Overall: 19.1 x 40.7 x 22.9 cm (7 1/2 x 16 x 9 in.)
cma	1978.39	thief	chests_caskets	Set of Three Panels from a Casket with Scenes from Courtly R	Overall						13.0	26.2	1.0		Overall: 13 x 26.2 x 1 cm (5 1/8 x 10 5/16 x 3/8 in.)
cma	1978.39.b	thief	chests_caskets	Panel from a Casket with Scenes from Courtly Romances	Overall						9.8	25.9	1.0		Overall: 9.8 x 25.9 x 1 cm (3 7/8 x 10 3/16 x 3/8 in.)
cma	1978.39.c	thief	chests_caskets	Panel from a Casket with Scenes from Courtly Romances	Overall						9.7	25.9	0.8		Overall: 9.7 x 25.9 x 0.8 cm (3 13/16 x 10 3/16 x 5/16 in.)
cma	1976.71	thief	reliquaries_altar	Reliquary Box	Diameter						8.6				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1976.71	thief	reliquaries_altar	Reliquary Box	Overall						7.0				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1924.747	thief	chests_caskets	Ivory Box with Scenes of Adam and Eve	Overall						14.3	46.7	20.3		Overall: 14.3 x 46.7 x 20.3 cm (5 5/8 x 18 3/8 x 8 in.)
cma	1976.17	thief	chests_caskets	Box	Overall						12.4	18.0	14.4		Overall: 12.4 x 18 x 14.4 cm (4 7/8 x 7 1/16 x 5 11/16 in.)
cma	1976.71.b	thief	reliquaries_altar	Reliquary Box (lid)	Diameter						8.6				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1976.71.b	thief	reliquaries_altar	Reliquary Box (lid)	Overall						7.0				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1976.71.a	thief	reliquaries_altar	Reliquary Box	Diameter						8.6				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1976.71.a	thief	reliquaries_altar	Reliquary Box	Overall						7.0				Diameter: 8.6 cm (3 3/8 in.); Overall: 7 cm (2 3/4 in.)
cma	1952.459	thief	chests_caskets	Pectoral (Chest Plaque)	Overall						25.1	26.7			Overall: 25.1 x 26.7 cm (9 7/8 x 10 1/2 in.)
cma	2015.2	thief	chests_caskets	Pectoral (Chest Ornament)	Overall						22.7	28.5	2.9		Overall: 22.7 x 28.5 x 2.9 cm (8 15/16 x 11 1/4 x 1 1/8 in.)
cma	1950.386	thief	chests_caskets	Disk-Shaped Chest Plaque	Overall						19.8	19.6	2.5		Overall: 19.8 x 19.6 x 2.5 cm (7 13/16 x 7 11/16 x 1 in.)
cma	1991.16	thief	cups_tankards	Goblet (Berkemeyer)	Overall						12.6				Overall: 12.6 cm (4 15/16 in.)
cma	1966.371	thief	cups_tankards	The Vicarello Goblet	Overall						12.2	7.8			Overall: 12.2 x 7.8 cm (4 13/16 x 3 1/16 in.)
cma	1953.364	thief	cups_tankards	The Peddler Goblet	Diameter of mouth						21.5	11.4			Diameter of mouth: 21.5 x 11.4 cm (8 7/16 x 4 1/2 in.); Diameter of base: 12 cm (4 3/4 in.)
cma	1953.364	thief	cups_tankards	The Peddler Goblet	Diameter of base						12.0				Diameter of mouth: 21.5 x 11.4 cm (8 7/16 x 4 1/2 in.); Diameter of base: 12 cm (4 3/4 in.)
cma	1950.389	thief	cups_tankards	Goblet	Diameter						13.5				Diameter: 13.5 cm (5 5/16 in.); Overall: 31.1 x 11.6 cm (12 1/4 x 4 9/16 in.)
cma	1950.389	thief	cups_tankards	Goblet	Overall						31.1	11.6			Diameter: 13.5 cm (5 5/16 in.); Overall: 31.1 x 11.6 cm (12 1/4 x 4 9/16 in.)
cma	1976.108	thief	cups_tankards	Double Goblet (Pokal)	Overall						58.2				Overall: 58.2 cm (22 15/16 in.)
cma	1991.17	thief	cups_tankards	Goblet (Berkemeyer)	Overall						7.0				Overall: 7 cm (2 3/4 in.)
cma	1923.953	thief	cups_tankards	Goblet	Overall						9.0	8.4			Overall: 9 x 8.4 cm (3 9/16 x 3 5/16 in.)
cma	2012.127	thief	cups_tankards	Goblet	Diameter						7.3				Diameter: 7.3 cm (2 7/8 in.); Overall: 14 cm (5 1/2 in.)
cma	2012.127	thief	cups_tankards	Goblet	Overall						14.0				Diameter: 7.3 cm (2 7/8 in.); Overall: 14 cm (5 1/2 in.)
cma	1997.269	thief	cups_tankards	Goblet	Diameter						9.1				Diameter: 9.1 cm (3 9/16 in.); Overall: 20.6 cm (8 1/8 in.)
cma	1997.269	thief	cups_tankards	Goblet	Overall						20.6				Diameter: 9.1 cm (3 9/16 in.); Overall: 20.6 cm (8 1/8 in.)
cma	2012.128	thief	cups_tankards	Goblet	Diameter						8.0				Diameter: 8 cm (3 1/8 in.); Overall: 18.5 cm (7 5/16 in.)
cma	2012.128	thief	cups_tankards	Goblet	Overall						18.5				Diameter: 8 cm (3 1/8 in.); Overall: 18.5 cm (7 5/16 in.)
cma	2012.129	thief	cups_tankards	Goblet	Diameter						7.0				Diameter: 7 cm (2 3/4 in.); Overall: 15.3 cm (6 in.)
cma	2012.129	thief	cups_tankards	Goblet	Overall						15.3				Diameter: 7 cm (2 3/4 in.); Overall: 15.3 cm (6 in.)
cma	2016.44	thief	cups_tankards	Raptor Goblet (Verre rapace)	Overall						13.5				Overall: 13.5 cm (5 5/16 in.)
cma	1951.544	thief	cups_tankards	Goblet: Portrait of William V, Prince of Orange and his wife	Diameter						8.3				Diameter: 8.3 cm (3 1/4 in.); Overall: 15.3 x 7.2 cm (6 x 2 13/16 in.)
cma	1951.544	thief	cups_tankards	Goblet: Portrait of William V, Prince of Orange and his wife	Overall						15.3	7.2			Diameter: 8.3 cm (3 1/4 in.); Overall: 15.3 x 7.2 cm (6 x 2 13/16 in.)
