source	accession	volume	family	title	element	h_cm	w_cm	l_cm	d_cm	diam_cm	n1_cm	n2_cm	n3_cm	weight_g	raw
cma	1915.68	arch	portals_doorways	Hollow Tile:  Column from Tomb-Chamber Doorway	Overall						113.7	18.4			Overall: 113.7 x 18.4 cm (44 3/4 x 7 1/4 in.)
cma	2021.4	arch	capitals_columns	Column Capital	Overall						26.0	37.0	28.5		Overall: 26 x 37 x 28.5 cm (10 1/4 x 14 9/16 x 11 1/4 in.)
cma	1963.477	arch	capitals_columns	Engaged Capital with a Supporting (Caryatidal) Figure Flanke	Overall						34.3	47.0	34.3		Overall: 34.3 x 47 x 34.3 cm (13 1/2 x 18 1/2 x 13 1/2 in.)
cma	1968.210	arch	capitals_columns	Engaged Capital with Lions	Overall						34.3	40.7	27.4		Overall: 34.3 x 40.7 x 27.4 cm (13 1/2 x 16 x 10 13/16 in.)
cma	1916.2052.2	arch	capitals_columns	Engaged Capital	Overall						38.8	53.3	30.5		Overall: 38.8 x 53.3 x 30.5 cm (15 1/4 x 21 x 12 in.)
cma	1969.111	arch	capitals_columns	Engaged Capital with Windblown Acanthus	Overall						51.1	76.9	75.0		Overall: 51.1 x 76.9 x 75 cm (20 1/8 x 30 1/4 x 29 1/2 in.)
cma	1972.20	arch	capitals_columns	Engaged Capital with a Lion and a Basilisk	Overall						30.2	33.0	29.3		Overall: 30.2 x 33 x 29.3 cm (11 7/8 x 13 x 11 9/16 in.)
cma	1968.34	arch	capitals_columns	Engaged Capital with a Fantastic Creature and Three Birds	Overall						53.7	50.8	74.9		Overall: 53.7 x 50.8 x 74.9 cm (21 1/8 x 20 x 29 1/2 in.)
cma	1969.110	arch	capitals_columns	Capital with Acanthus and Crosses	Overall						53.4	75.0	76.2		Overall: 53.4 x 75 x 76.2 cm (21 x 29 1/2 x 30 in.)
cma	1916.2052.4	arch	capitals_columns	Engaged Capital	Overall						39.4	53.3	33.0		Overall: 39.4 x 53.3 x 33 cm (15 1/2 x 21 x 13 in.)
cma	1916.1983	arch	capitals_columns	Capital with Addorsed Harpies	Overall						23.5	28.0	23.2		Overall: 23.5 x 28 x 23.2 cm (9 1/4 x 11 x 9 1/8 in.)
cma	1955.556	arch	capitals_columns	Fragment of a Capital with Scenes from Mary’s Infancy	without base						26.7	33.0	22.9		without base: 26.7 x 33 x 22.9 cm (10 1/2 x 13 x 9 in.)
cma	1916.2052.1	arch	capitals_columns	Engaged Capital	Overall						39.4	39.4	54.0		Overall: 39.4 x 39.4 x 54 cm (15 1/2 x 15 1/2 x 21 1/4 in.)
cma	1916.1981	arch	capitals_columns	Capital with Addorsed Quadrupeds	Overall						32.7	39.4	27.7		Overall: 32.7 x 39.4 x 27.7 cm (12 7/8 x 15 1/2 x 10 7/8 in.)
cma	1972.22	arch	capitals_columns	Fragment of a Capital with the Ox of Saint Luke	Overall						24.5	25.1	11.5		Overall: 24.5 x 25.1 x 11.5 cm (9 5/8 x 9 7/8 x 4 1/2 in.)
cma	1916.2052.3	arch	capitals_columns	Engaged Capital	Overall						39.4	53.3	25.4		Overall: 39.4 x 53.3 x 25.4 cm (15 1/2 x 21 x 10 in.)
cma	1916.2052.5	arch	capitals_columns	Engaged Capital	Overall						40.4	53.3	39.4		Overall: 40.4 x 53.3 x 39.4 cm (15 7/8 x 21 x 15 1/2 in.)
cma	1972.21	arch	capitals_columns	Engaged Capital with Figures of a Man and of an Eagle	Overall						30.2	32.4	33.0		Overall: 30.2 x 32.4 x 33 cm (11 7/8 x 12 3/4 x 13 in.)
cma	1920.288	arch	capitals_columns	Capital	Overall						31.1	33.7	33.7		Overall: 31.1 x 33.7 x 33.7 cm (12 1/4 x 13 1/4 x 13 1/4 in.)
cma	1920.289	arch	capitals_columns	Capital	Overall						33.0	33.7	33.7		Overall: 33 x 33.7 x 33.7 cm (13 x 13 1/4 x 13 1/4 in.)
cma	1916.1984	arch	capitals_columns	Capital with Dragons	Overall						33.4	35.6	28.6		Overall: 33.4 x 35.6 x 28.6 cm (13 1/8 x 14 x 11 1/4 in.)
cma	1955.64	arch	capitals_columns	Engaged Capital with Animals	Overall						21.0	34.3	23.2		Overall: 21 x 34.3 x 23.2 cm (8 1/4 x 13 1/2 x 9 1/8 in.)
cma	1955.61	arch	capitals_columns	Engaged Capital with Human Figures and Foliage	Overall						55.9	76.2	33.0		Overall: 55.9 x 76.2 x 33 cm (22 x 30 x 13 in.)
cma	1916.2052	arch	capitals_columns	Engaged Capitals	Overall						39.4	39.4	54.0		Overall: 39.4 x 39.4 x 54 cm (15 1/2 x 15 1/2 x 21 1/4 in.)
cma	1920.754	arch	capitals_columns	Capital with Birds	Overall						27.4	32.4	48.3		Overall: 27.4 x 32.4 x 48.3 cm (10 13/16 x 12 3/4 x 19 in.)
cma	1987.127.b	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital (lid)	Box						11.4	10.8	2.0		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1987.127.b	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital (lid)	Lid						11.2	10.8	3.1		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1987.127	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital	Box						11.4	10.8	2.0		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1987.127	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital	Lid						11.2	10.8	3.1		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1987.127.a	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital 	Box						11.4	10.8	2.0		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1987.127.a	arch	capitals_columns	Box (Pyxis) in the Form of a Composite Capital 	Lid						11.2	10.8	3.1		Box: 11.4 x 10.8 x 2 cm (4 1/2 x 4 1/4 x 13/16 in.); Lid: 11.2 x 10.8 x 3.1 cm (4 7/16 x 4 1/4 x 1 1/4 in.)
cma	1968.35	arch	capitals_columns	Fragment of a Double Capital: Mary and Martha at the Raising	Overall						30.2	22.9	17.2		Overall: 30.2 x 22.9 x 17.2 cm (11 7/8 x 9 x 6 3/4 in.)
cma	1916.1985	arch	capitals_columns	Engaged Capital with Birds and Dragons	Overall						28.0	26.1	20.7		Overall: 28 x 26.1 x 20.7 cm (11 x 10 1/4 x 8 1/8 in.)
cma	1955.65	arch	corbels_bosses	Cornerstone or Corbel (?)	Overall						24.5	17.8	15.3		Overall: 24.5 x 17.8 x 15.3 cm (9 5/8 x 7 x 6 in.)
cma	1955.66	arch	corbels_bosses	Cornerstone or Corbel (?)	Overall						24.2	23.0			Overall: 24.2 x 23 cm (9 1/2 x 9 1/16 in.)
cma	1959.342	arch	portals_doorways	Doorway from the Isaac Gillet House, Painesville, Ohio	Overall						290.0	228.5	45.8		Overall: 290 x 228.5 x 45.8 cm (114 3/16 x 89 15/16 x 18 1/16 in.)
cma	2021.5	arch	capitals_columns	Column Base	Overall						15.0	20.5	20.5		Overall: 15 x 20.5 x 20.5 cm (5 7/8 x 8 1/16 x 8 1/16 in.)
cma	1953.286	arch	capitals_columns	Christ at the Column	Overall						19.6	10.2	11.3		Overall: 19.6 x 10.2 x 11.3 cm (7 11/16 x 4 x 4 7/16 in.)
cma	1924.197	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Komos (Revel)	Diameter						40.4				Diameter: 40.4 cm (15 7/8 in.); Overall: 41 cm (16 1/8 in.)
cma	1924.197	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Komos (Revel)	Overall						41.0				Diameter: 40.4 cm (15 7/8 in.); Overall: 41 cm (16 1/8 in.)
cma	1924.533	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Satyrs Pursuing Ma	Overall						41.5				Overall: 41.5 cm (16 5/16 in.)
cma	1930.104	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Apollo and Goddess	Overall						56.5				Overall: 56.5 cm (22 1/4 in.)
cma	1926.549	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Komos (Revel)	Diameter						40.6				Diameter: 40.6 cm (16 in.); Overall: 42.5 cm (16 3/4 in.)
cma	1926.549	arch	capitals_columns	Red-Figure Column Krater (Mixing Vessel): Komos (Revel)	Overall						42.5				Diameter: 40.6 cm (16 in.); Overall: 42.5 cm (16 3/4 in.)
cma	1994.98.3	arch	capitals_columns	Spacer in the Form of a Corinthian Column	Overall						6.4	1.4	1.4		Overall: 6.4 x 1.4 x 1.4 cm (2 1/2 x 9/16 x 9/16 in.)
cma	1994.98.2	arch	capitals_columns	Spacer in the Form of a Corinthian Column	Overall						6.5	1.7	1.7		Overall: 6.5 x 1.7 x 1.7 cm (2 9/16 x 11/16 x 11/16 in.)
cma	1914.617	arch	capitals_columns	Votive Palm Column Capital	Diameter						9.1				Diameter: 9.1 cm (3 9/16 in.); Overall: 10 cm (3 15/16 in.)
cma	1914.617	arch	capitals_columns	Votive Palm Column Capital	Overall						10.0				Diameter: 9.1 cm (3 9/16 in.); Overall: 10 cm (3 15/16 in.)
cma	1914.658	arch	capitals_columns	Votive Hathor Column Capital	Overall						14.5	5.4	5.1		Overall: 14.5 x 5.4 x 5.1 cm (5 11/16 x 2 1/8 x 2 in.)
cma	1916.2050	arch	capitals_columns	Column	Overall						115.0				Overall: 115 cm (45 1/4 in.); Part 1: 22.9 cm (9 in.); Part 2: 19.7 cm (7 3/4 in.)
cma	1916.2050	arch	capitals_columns	Column	Part 1						22.9				Overall: 115 cm (45 1/4 in.); Part 1: 22.9 cm (9 in.); Part 2: 19.7 cm (7 3/4 in.)
cma	1916.2050	arch	capitals_columns	Column	Part 2						19.7				Overall: 115 cm (45 1/4 in.); Part 1: 22.9 cm (9 in.); Part 2: 19.7 cm (7 3/4 in.)
cma	1919.38	arch	capitals_columns	Columnar Figure of an Apostle	Overall						97.8	24.1			Overall: 97.8 x 24.1 cm (38 1/2 x 9 1/2 in.)
cma	2010.145	home	cradles_beds	Long Shawl with Botehs, Black Center, and Lobed Arcades	Overall						360.7	157.4			Overall: 360.7 x 157.4 cm (142 x 61 15/16 in.)
cma	1924.421	arch	screens_fonts	Holy Water Font	Overall						31.5	52.7	46.4		Overall: 31.5 x 52.7 x 46.4 cm (12 3/8 x 20 3/4 x 18 1/4 in.)
cma	1966.454	home	seating	Miniature Chair	Overall						10.5	5.3	4.8		Overall: 10.5 x 5.3 x 4.8 cm (4 1/8 x 2 1/16 x 1 7/8 in.)
cma	1966.455	home	seating	Miniature Bathroom Chair (Bidet)	Overall						8.3	3.5	4.5		Overall: 8.3 x 3.5 x 4.5 cm (3 1/4 x 1 3/8 x 1 3/4 in.)
cma	1982.5	home	seating	Chair	Overall						84.5	40.7	46.0		Overall: 84.5 x 40.7 x 46 cm (33 1/4 x 16 x 18 1/8 in.)
cma	1983.33	home	seating	Prestige Chair	Overall						80.7	53.3	44.5		Overall: 80.7 x 53.3 x 44.5 cm (31 3/4 x 21 x 17 1/2 in.)
cma	1929.323	home	seating	Part of a chair	Overall						49.9	2.6	4.6		Overall: 49.9 x 2.6 x 4.6 cm (19 5/8 x 1 x 1 13/16 in.)
cma	2024.140	home	seating	Ceremonial Chair or Throne (citwamo ca mangu)	Overall						107.0	55.0	55.0		Overall: 107 x 55 x 55 cm (42 1/8 x 21 5/8 x 21 5/8 in.)
cma	1982.4	home	seating	Side Chair	Overall						96.5	46.1	49.5		Overall: 96.5 x 46.1 x 49.5 cm (38 x 18 1/8 x 19 1/2 in.)
cma	1988.32	home	seating	Side Chair	Overall						105.4	57.2	54.3		Overall: 105.4 x 57.2 x 54.3 cm (41 1/2 x 22 1/2 x 21 3/8 in.)
cma	1985.58	home	seating	Side Chair	Overall						97.0	60.0	56.9		Overall: 97 x 60 x 56.9 cm (38 3/16 x 23 5/8 x 22 3/8 in.)
cma	1962.125	home	seating	Chair	Overall						97.2	57.2	46.4		Overall: 97.2 x 57.2 x 46.4 cm (38 1/4 x 22 1/2 x 18 1/4 in.)
cma	1975.103	home	seating	Chair Legs and Panel	Overall						43.8				Overall: 43.8 cm (17 1/4 in.)
cma	1999.120.3	home	seating	Altar High Chair (Kyo-Yi)	Overall						128.4	52.0			Overall: 128.4 x 52 cm (50 9/16 x 20 1/2 in.)
cma	1986.208.2	home	seating	Side Chair	Overall						90.8	48.3	52.1		Overall: 90.8 x 48.3 x 52.1 cm (35 3/4 x 19 x 20 1/2 in.)
cma	1986.208.1	home	seating	Side Chair	Overall						90.8	48.3	52.1		Overall: 90.8 x 48.3 x 52.1 cm (35 3/4 x 19 x 20 1/2 in.)
cma	1986.81	home	seating	Side Chair	Overall						96.8	59.1	51.1		Overall: 96.8 x 59.1 x 51.1 cm (38 1/8 x 23 1/4 x 20 1/8 in.)
cma	1975.103.2	home	seating	Chair Leg	Overall						43.8				Overall: 43.8 cm (17 1/4 in.)
cma	1949.201	home	seating	Curule (Folding) Chair	Overall						106.7	63.5	54.6		Overall: 106.7 x 63.5 x 54.6 cm (42 x 25 x 21 1/2 in.)
cma	1982.42	home	seating	Chair or Bed Leg with the God Bes	Overall						44.7	5.9			Overall: 44.7 x 5.9 cm (17 5/8 x 2 5/16 in.)
cma	1955.40.1	home	seating	Roundback Armchair: Lohan Type	Overall						85.4	58.4			Overall: 85.4 x 58.4 cm (33 5/8 x 23 in.)
cma	1975.103.1	home	seating	Chair Leg	Overall						43.8				Overall: 43.8 cm (17 1/4 in.)
cma	1948.499	home	seating	Upholstery for a Chair Seat	Overall						76.2	77.5			Overall: 76.2 x 77.5 cm (30 x 30 1/2 in.)
cma	1955.40.2	home	seating	Roundback Armchair: Lohan Type	Overall						86.0	58.4			Overall: 86 x 58.4 cm (33 7/8 x 23 in.)
cma	1986.208	home	seating	Side Chairs	Overall						90.8	48.3	52.1		Overall: 90.8 x 48.3 x 52.1 cm (35 3/4 x 19 x 20 1/2 in.)
cma	1985.96	home	seating	Chair	Overall						108.0	45.4	50.4		Overall: 108 x 45.4 x 50.4 cm (42 1/2 x 17 7/8 x 19 13/16 in.)
cma	1984.160	home	seating	Chair	Overall						95.6	48.0	52.1		Overall: 95.6 x 48 x 52.1 cm (37 5/8 x 18 7/8 x 20 1/2 in.)
cma	1955.40	home	seating	Pair of Roundback Armchairs: Lohan Type	Overall						85.4	58.4			Overall: 85.4 x 58.4 cm (33 5/8 x 23 in.); Chair: 86 x 63.5 x 47 cm (33 7/8 x 25 x 18 1/2 in.)
cma	1955.40	home	seating	Pair of Roundback Armchairs: Lohan Type	Chair						86.0	63.5	47.0		Overall: 85.4 x 58.4 cm (33 5/8 x 23 in.); Chair: 86 x 63.5 x 47 cm (33 7/8 x 25 x 18 1/2 in.)
cma	1942.610.1	home	seating	Chair, Sgabello type	Overall						100.3	33.7	44.2		Overall: 100.3 x 33.7 x 44.2 cm (39 1/2 x 13 1/4 x 17 3/8 in.)
cma	1964.298	home	seating	Desk Chair with Swivel Mechanism	Overall						88.4				Overall: 88.4 cm (34 13/16 in.)
cma	1976.114	home	seating	"Chair
"	Overall						96.5	56.5	50.2		Overall: 96.5 x 56.5 x 50.2 cm (38 x 22 1/4 x 19 3/4 in.)
cma	1942.610.2	home	seating	Chair, Sgabello type	Overall						100.3	33.7	44.2		Overall: 100.3 x 33.7 x 44.2 cm (39 1/2 x 13 1/4 x 17 3/8 in.)
cma	2006.138	home	seating	Prestige stool (Kuo fo)	Overall						51.0	38.0	43.0		Overall: 51 x 38 x 43 cm (20 1/16 x 14 15/16 x 16 15/16 in.)
cma	1929.320	home	seating	Stool	Diameter						39.1				Diameter: 39.1 cm (15 3/8 in.); Overall: 28.6 cm (11 1/4 in.)
cma	1929.320	home	seating	Stool	Overall						28.6				Diameter: 39.1 cm (15 3/8 in.); Overall: 28.6 cm (11 1/4 in.)
cma	1954.385.2	home	seating	Stool	Overall						44.8	71.7	51.5		Overall: 44.8 x 71.7 x 51.5 cm (17 5/8 x 28 1/4 x 20 1/4 in.)
cma	1929.345	home	seating	Stool	Diameter						26.8				Diameter: 26.8 cm (10 9/16 in.); Overall: 27 cm (10 5/8 in.)
cma	1929.345	home	seating	Stool	Overall						27.0				Diameter: 26.8 cm (10 9/16 in.); Overall: 27 cm (10 5/8 in.)
cma	1918.418	home	seating	Fragment of Garden Stool with Openwork Design	Overall						27.5	20.3			Overall: 27.5 x 20.3 cm (10 13/16 x 8 in.)
cma	1954.385.1	home	seating	Stool	Overall						44.8	71.5	51.6		Overall: 44.8 x 71.5 x 51.6 cm (17 5/8 x 28 1/8 x 20 5/16 in.)
cma	2012.33.c	home	seating	Seated Lord with Removable Headdress: Stool	Overall						21.0				Overall: 21 cm (8 1/4 in.)
cma	1998.115	home	seating	Hunchback Seated on a Stool	Overall						25.0	19.0	25.1		Overall: 25 x 19 x 25.1 cm (9 13/16 x 7 1/2 x 9 7/8 in.)
cma	1954.385	home	seating	Pair of Stools	Overall						44.8	71.5	51.6		Overall: 44.8 x 71.5 x 51.6 cm (17 5/8 x 28 1/8 x 20 5/16 in.)
cma	1969.9	home	seating	Caryatid Stool	Overall						43.8				Overall: 43.8 cm (17 1/4 in.)
cma	1989.162.1	home	seating	Stool	Overall						47.3	48.4			Overall: 47.3 x 48.4 cm (18 5/8 x 19 1/16 in.)
cma	1989.162.2	home	seating	Stool	Overall						47.8	48.4			Overall: 47.8 x 48.4 cm (18 13/16 x 19 1/16 in.)
cma	1975.189	home	seating	Stool	Overall						35.0				Overall: 35 cm (13 3/4 in.)
cma	1982.262.1	home	seating	Stool	Overall						50.8	48.3	48.3		50.8 x 48.3 x 48.3 cm (20 x 19 x 19 in.)
cma	1982.114.1	home	seating	Stool (1 of 2)	Overall						48.3	48.3	48.3		Overall: 48.3 x 48.3 x 48.3 cm (19 x 19 x 19 in.)
cma	1982.114.2	home	seating	Stool (2 of 2)	Overall						48.3	48.3	48.3		Overall: 48.3 x 48.3 x 48.3 cm (19 x 19 x 19 in.)
cma	1982.262.2	home	seating	Stool	Overall						50.8	48.3	48.3		50.8 x 48.3 x 48.3 cm (20 x 19 x 19 in.)
cma	1914.805	home	seating	Child's Stool	Overall						20.3	20.2	23.0		Overall: 20.3 x 20.2 x 23 cm (8 x 7 15/16 x 9 1/16 in.)
cma	1960.102.2	home	seating	Chaise Lounge (Stool)	Part 2						67.7	83.2	78.8		Part 2: 67.7 x 83.2 x 78.8 cm (26 5/8 x 32 3/4 x 31 in.)
cma	1989.162	home	seating	Stools	Overall						47.3	48.4			Overall: 47.3 x 48.4 cm (18 5/8 x 19 1/16 in.)
cma	1982.114	home	seating	Pair of Stools	Overall						48.3	48.3	48.3		Overall: 48.3 x 48.3 x 48.3 cm (19 x 19 x 19 in.)
cma	1982.262	home	seating	Pair of Stools	Overall						50.8	48.3	48.3		Overall: 50.8 x 48.3 x 48.3 cm (20 x 19 x 19 in.)
cma	1971.28	home	seating	Bench	Overall						75.0	118.1	40.7		Overall: 75 x 118.1 x 40.7 cm (29 1/2 x 46 1/2 x 16 in.)
cma	1991.45	home	tables_boards	Tea Table	Overall						71.5	67.1	41.3		Overall: 71.5 x 67.1 x 41.3 cm (28 1/8 x 26 7/16 x 16 1/4 in.)
cma	1924.859	home	tables_boards	Table Fountain	Overall						33.8	25.4	26.0		Overall: 33.8 x 25.4 x 26 cm (13 5/16 x 10 x 10 1/4 in.)
cma	1966.480	home	tables_boards	Miniature Table with Compass	Overall						5.6	4.2			Overall: 5.6 x 4.2 cm (2 3/16 x 1 5/8 in.)
cma	1964.229	home	tables_boards	Side Table	Overall						86.4	199.4	41.9		Overall: 86.4 x 199.4 x 41.9 cm (34 x 78 1/2 x 16 1/2 in.)
cma	1955.42	home	tables_boards	Side Table with Everted Ends	Overall						88.0	51.8			Overall: 88 x 51.8 cm (34 5/8 x 20 3/8 in.)
cma	1914.655	home	tables_boards	Offering Table	Overall						34.6	35.2	7.2		Overall: 34.6 x 35.2 x 7.2 cm (13 5/8 x 13 7/8 x 2 13/16 in.)
cma	1958.429	home	tables_boards	Writing Table with Pine, Bamboo, and Plum	height						10.2				height: 10.2 cm (4 in.); width: 58.4 cm (23 in.); depth: 36.9 cm (14 1/2 in.)
cma	1958.429	home	tables_boards	Writing Table with Pine, Bamboo, and Plum	width						58.4				height: 10.2 cm (4 in.); width: 58.4 cm (23 in.); depth: 36.9 cm (14 1/2 in.)
cma	1958.429	home	tables_boards	Writing Table with Pine, Bamboo, and Plum	depth						36.9				height: 10.2 cm (4 in.); width: 58.4 cm (23 in.); depth: 36.9 cm (14 1/2 in.)
cma	2020.199	home	tables_boards	Globe Work Table (Globustisch)	Overall						90.2	45.5			Overall: 90.2 x 45.5 cm (35 1/2 x 17 15/16 in.)
cma	2018.281	home	tables_boards	Peacock Table Lamp	Diameter						48.0				Diameter: 48 cm (18 7/8 in.); Overall: 65 cm (25 9/16 in.)
cma	2018.281	home	tables_boards	Peacock Table Lamp	Overall						65.0				Diameter: 48 cm (18 7/8 in.); Overall: 65 cm (25 9/16 in.)
cma	1977.168	home	tables_boards	Dressing Table Mirror	Overall						32.1	33.0	18.6		Overall: 32.1 x 33 x 18.6 cm (12 5/8 x 13 x 7 5/16 in.)
cma	1987.53	home	tables_boards	Center Table	Overall						76.5	122.0	76.2		Overall: 76.5 x 122 x 76.2 cm (30 1/8 x 48 1/16 x 30 in.)
cma	1964.228	home	tables_boards	Low Table (kang zhuo) with Dragons in Clouds	Overall						29.0	97.2	69.2		Overall: 29 x 97.2 x 69.2 cm (11 7/16 x 38 1/4 x 27 1/4 in.)
cma	1981.65	home	tables_boards	Pier Table	Overall						91.5	105.4	57.1		Overall: 91.5 x 105.4 x 57.1 cm (36 x 41 1/2 x 22 1/2 in.)
cma	2020.199.a	home	tables_boards	Globe Sewing Table (Globustisch)	Overall						90.2	45.5			Overall: 90.2 x 45.5 cm (35 1/2 x 17 15/16 in.)
cma	2018.263	home	tables_boards	Daffodil Table Lamp	Shade						23.2	49.3	49.3		Shade: 23.2 x 49.3 x 49.3 cm (9 1/8 x 19 7/16 x 19 7/16 in.)
cma	1955.50	home	tables_boards	Herakles Epitrapezios (Hercules on/at the Table)	Overall						48.3	19.5	26.7		Overall: 48.3 x 19.5 x 26.7 cm (19 x 7 11/16 x 10 1/2 in.)
cma	1999.120.2	home	tables_boards	Folding Table (Che-Sang) for Memorial Service	Overall						97.5	116.0	82.5		Overall: 97.5 x 116 x 82.5 cm (38 3/8 x 45 11/16 x 32 1/2 in.)
cma	2020.199.e	home	tables_boards	Drawer for a Globe Work Table (Globustisch)	Overall						6.9	15.4	8.3		Overall: 6.9 x 15.4 x 8.3 cm (2 11/16 x 6 1/16 x 3 1/4 in.)
cma	2026.4	home	tables_boards	Hexafoil-Shaped Table with Mother-of-Pearl Inlay	Overall						42.5	26.4	20.6		42.5 x 26.4 x 20.6 cm (16 3/4 x 10 3/8 x 8 1/8 in.)
cma	1984.39	home	tables_boards	Center Table	Overall						74.9	143.2	90.8		Overall: 74.9 x 143.2 x 90.8 cm (29 1/2 x 56 3/8 x 35 3/4 in.)
cma	2008.6	home	tables_boards	Console Table	Overall						92.0	202.0	69.5		Overall: 92 x 202 x 69.5 cm (36 1/4 x 79 1/2 x 27 3/8 in.)
cma	1922.73	home	tables_boards	Table	Overall						91.5	148.6	49.5		Overall: 91.5 x 148.6 x 49.5 cm (36 x 58 1/2 x 19 1/2 in.)
cma	2020.199.h	home	tables_boards	Concealed Drawer for a Globe Work Table (Globustisch)	Overall						5.3	5.3	5.5		Overall: 5.3 x 5.3 x 5.5 cm (2 1/16 x 2 1/16 x 2 3/16 in.)
cma	1987.52	home	tables_boards	Card Table	Overall						75.0	90.2	45.1		Overall: 75 x 90.2 x 45.1 cm (29 1/2 x 35 1/2 x 17 3/4 in.)
cma	1968.31	home	tables_boards	Console Table Depicting Chronos, or Father Time	Overall						95.3	107.3	62.9		Overall: 95.3 x 107.3 x 62.9 cm (37 1/2 x 42 1/4 x 24 3/4 in.)
cma	2020.199.i	home	tables_boards	Concealed Drawer for a Globe Work Table (Globustisch)	Overall						5.3	5.3	5.5		Overall: 5.3 x 5.3 x 5.5 cm (2 1/16 x 2 1/16 x 2 3/16 in.)
cma	2020.199.c	home	tables_boards	Divided Tray for a Globe Work Table (Globustisch)	Overall						5.7	16.5	14.8		Overall: 5.7 x 16.5 x 14.8 cm (2 1/4 x 6 1/2 x 5 13/16 in.)
cma	1981.65.a	home	tables_boards	Pier Table	Overall						91.5	105.4	57.1		Overall: 91.5 x 105.4 x 57.1 cm (36 x 41 1/2 x 22 1/2 in.)
cma	2018.275	home	tables_boards	Poppy Filigree Table Lamp	height						58.5	42.0			height: 58.5 x 42 cm (23 1/16 x 16 9/16 in.); Shade diameter: 42 cm (16 9/16 in.)
cma	2018.275	home	tables_boards	Poppy Filigree Table Lamp	Shade diameter						42.0				height: 58.5 x 42 cm (23 1/16 x 16 9/16 in.); Shade diameter: 42 cm (16 9/16 in.)
cma	2020.199.f	home	tables_boards	Concealed Drawer for a Globe Work Table (Globustisch)	Overall						5.3	8.5	6.0		Overall: 5.3 x 8.5 x 6 cm (2 1/16 x 3 3/8 x 2 3/8 in.)
cma	2020.199.g	home	tables_boards	Concealed Drawer for a Globe Sewing Table (Globustisch)	Overall						5.3	8.6	5.5		Overall: 5.3 x 8.6 x 5.5 cm (2 1/16 x 3 3/8 x 2 3/16 in.)
cma	1981.75	home	tables_boards	Work Table	Overall						69.9	51.5	40.0		Overall: 69.9 x 51.5 x 40 cm (27 1/2 x 20 1/4 x 15 3/4 in.)
cma	2020.199.d	home	tables_boards	Divided Tray for a Globe Work Table (Globustisch)	Overall						5.7	17.5	6.6		Overall: 5.7 x 17.5 x 6.6 cm (2 1/4 x 6 7/8 x 2 5/8 in.)
cma	2020.199.b	home	tables_boards	Mirrored Partition for a Globe Work Table (Globustisch)	Overall						11.0	20.0	8.1		Overall: 11 x 20 x 8.1 cm (4 5/16 x 7 7/8 x 3 3/16 in.)
cma	2018.265	home	tables_boards	Bamboo Table Lamp	Overall						59.7				Overall: 59.7 cm (23 1/2 in.); Shade diameter: 40.6 cm (16 in.)
cma	2018.265	home	tables_boards	Bamboo Table Lamp	Shade diameter						40.6				Overall: 59.7 cm (23 1/2 in.); Shade diameter: 40.6 cm (16 in.)
cma	2018.274	home	tables_boards	Peony Table Lamp	Overall						61.0				Overall: 61 cm (24 in.); Diameter of base: 9.5 cm (3 3/4 in.); width of shade: 45.7 cm (18 in.); with shade: 61 cm (24 in.)
cma	2018.274	home	tables_boards	Peony Table Lamp	Diameter of base						9.5				Overall: 61 cm (24 in.); Diameter of base: 9.5 cm (3 3/4 in.); width of shade: 45.7 cm (18 in.); with shade: 61 cm (24 in.)
cma	2018.274	home	tables_boards	Peony Table Lamp	width of shade						45.7				Overall: 61 cm (24 in.); Diameter of base: 9.5 cm (3 3/4 in.); width of shade: 45.7 cm (18 in.); with shade: 61 cm (24 in.)
cma	2018.274	home	tables_boards	Peony Table Lamp	with shade						61.0				Overall: 61 cm (24 in.); Diameter of base: 9.5 cm (3 3/4 in.); width of shade: 45.7 cm (18 in.); with shade: 61 cm (24 in.)
