family	source	accession	title	date	culture	medium_technique	measurements	highlight	image_url	object_url	license
keys	met	68.141.2	Key Ring with Lovers	late 15th century	German	Copper alloy		0	https://images.metmuseum.org/CRDImages/md/web-large/sf68-141-2s1.jpg	https://www.metmuseum.org/art/collection/search/468744	CC0/PD
keys	met	74.51.5359	Key	1st century CE	Roman	Bronze		0	https://images.metmuseum.org/CRDImages/gr/web-large/DP9083.jpg	https://www.metmuseum.org/art/collection/search/244238	CC0/PD
keys	met	96.9.440	Bronze ring key	3rd–4th century CE	Roman	Bronze		0	https://images.metmuseum.org/CRDImages/gr/web-large/DP124936.jpg	https://www.metmuseum.org/art/collection/search/246440	CC0/PD
keys	met	98.11.2	Bronze ring key	3rd–4th century CE	Roman	Bronze		0	https://images.metmuseum.org/CRDImages/gr/web-large/DP20344.jpg	https://www.metmuseum.org/art/collection/search/246764	CC0/PD
keys	met	12.23.3	Chamberlain's key	late 18th–early 19th century		Steel, mercury gilt silver and brass		0	https://images.metmuseum.org/CRDImages/es/web-large/DP-44904-001.jpg	https://www.metmuseum.org/art/collection/search/191873	CC0/PD
keys	met	97.4.72	Key on a ring	30 B.C.–A.D. 364		Iron or copper alloy, rusted		0	https://images.metmuseum.org/CRDImages/eg/web-large/DP-38570-001.jpg	https://www.metmuseum.org/art/collection/search/558424	CC0/PD
keys	met	2019.283.146	Chamberlain's key with the monogram of Maximilian I Joseph, King of Bavaria	1806–1826		Steel, gilded bronze		0	https://images.metmuseum.org/CRDImages/es/web-large/DP-19402-091.jpg	https://www.metmuseum.org/art/collection/search/827343	CC0/PD
keys	met	87.11.538	Masterpiece key	second half 17th century		Iron, steel		0	https://images.metmuseum.org/CRDImages/es/web-large/ES76.jpg	https://www.metmuseum.org/art/collection/search/187015	CC0/PD
door_furniture	cma	1930.731	Monster Face: Door Ring Holder (Pushou)	500s	China, Henan province, Northern Dynasties period (386–581 CE)	gilt bronze	Overall: 13.6 x 20 cm (5 3/8 x 7 7/8 in.)	0	https://openaccess-cdn.clevelandart.org/1930.731/1930.731_web.jpg	https://clevelandart.org/art/1930.731	CC0/PD
door_furniture	cma	1964.33	Door Knocker from the Isaac Gillet House, Painesville, Ohio	c. 1840	America, Ohio, Painesville, 19th century	brass	Overall: 14.6 x 10.5 cm (5 3/4 x 4 1/8 in.)	0	https://openaccess-cdn.clevelandart.org/1964.33/1964.33_web.jpg	https://clevelandart.org/art/1964.33	CC0/PD
door_furniture	met	87.11.10a, b	Door Handle	15th–16th century	German	Iron		0	https://images.metmuseum.org/CRDImages/md/web-large/sf87-11-10abs1.jpg	https://www.metmuseum.org/art/collection/search/468785	CC0/PD
door_furniture	met	87.11.106a, b	Door handle	late 15th century	German	Iron		0	https://images.metmuseum.org/CRDImages/md/web-large/sf87-11-106abs1.jpg	https://www.metmuseum.org/art/collection/search/468786	CC0/PD
door_furniture	met	52.121.14	Door Knocker	15th–16th century	European	Iron		0	https://images.metmuseum.org/CRDImages/cl/web-large/cdi52-121-14.jpg	https://www.metmuseum.org/art/collection/search/471444	CC0/PD
door_furniture	met	57.137.4a–c	Escutcheon	probably mid-16th century		Wrought iron with traces of gilding		0	https://images.metmuseum.org/CRDImages/es/web-large/sf57_137_4a-c.jpg	https://www.metmuseum.org/art/collection/search/201995	CC0/PD
door_furniture	met	74.51.5536	Hasp		Cypriot	Bronze		0	https://images.metmuseum.org/CRDImages/gr/web-large/DP20040.jpg	https://www.metmuseum.org/art/collection/search/244415	CC0/PD
door_furniture	met	49.60.11	Door knocker	mid-16th century		Bronze, painted black		0	https://images.metmuseum.org/CRDImages/es/web-large/DP-15401-051.jpg	https://www.metmuseum.org/art/collection/search/200616	CC0/PD
seals_signets	cma	1985.198	Seal of Doge Michele Steno	1400–1409	Italy, Venice	repoussé gold over a core of wax and resin	Diameter: 4.8 cm (1 7/8 in.)	0	https://openaccess-cdn.clevelandart.org/1985.198/1985.198_web.jpg	https://clevelandart.org/art/1985.198	CC0/PD
seals_signets	cma	1985.198.b	Seal of Doge Michele Steno (reverse)	1400–1409	Italy, Venice	repoussé gold over a core of wax and resin	Diameter: 4.8 cm (1 7/8 in.)	0	https://openaccess-cdn.clevelandart.org/1985.198.b/1985.198.b_web.jpg	https://clevelandart.org/art/1985.198.b	CC0/PD
seals_signets	met	18.145.42	Gold Signet Ring of Michael Zorianos	ca. 1300	Byzantine	Gold		0	https://images.metmuseum.org/CRDImages/md/web-large/LC_18_145_42_s9.jpg	https://www.metmuseum.org/art/collection/search/465925	CC0/PD
seals_signets	cma	1917.1043	Seal	918–1392	Korea, Goryeo dynasty (918–1392)	bronze	Diameter: 2.8 cm (1 1/8 in.); Overall: 2.4 cm (15/16 in.)	0	https://openaccess-cdn.clevelandart.org/1917.1043/1917.1043_web.jpg	https://clevelandart.org/art/1917.1043	CC0/PD
chests_caskets	met	2022.386	Jewel casket	mid-17th century	Sri Lanka, Kandy	Ivory with silver gilt mounts, gilded metal lining, finial with garnet in gold setting		1	https://images.metmuseum.org/CRDImages/as/web-large/DP-29788-001.jpg	https://www.metmuseum.org/art/collection/search/889442	CC0/PD
chests_caskets	met	2006.452a–c	Casket	ca. 1680		Amber, gold foil, gilt brass, wood, silk satin, paper		1	https://images.metmuseum.org/CRDImages/es/web-large/DP151458.jpg	https://www.metmuseum.org/art/collection/search/232119	CC0/PD
chests_caskets	met	17.190.241	Morgan Casket	11th–12th century		Ivory; carved		1	https://images.metmuseum.org/CRDImages/is/web-large/DP236100.jpg	https://www.metmuseum.org/art/collection/search/446990	CC0/PD
chests_caskets	cma	1974.86	Boncompagni-Ludovisi-Ottoboni Marriage Casket	1731	Italy, Rome	silver, partially gilt, malachite, lapis lazuli, enamel	Overall: 19.1 x 40.7 x 22.9 cm (7 1/2 x 16 x 9 in.)	0	https://openaccess-cdn.clevelandart.org/1974.86/1974.86_web.jpg	https://clevelandart.org/art/1974.86	CC0/PD
chests_caskets	cma	1949.16	Casket	1100–1150?	Northern Germany?, Romanesque period, 12th century	gilded copper, champlevé enamel, wood core (modern)	Overall: 9.3 x 23.4 x 13.5 cm (3 11/16 x 9 3/16 x 5 5/16 in.)	0	https://openaccess-cdn.clevelandart.org/1949.16/1949.16_web.jpg	https://clevelandart.org/art/1949.16	CC0/PD
chests_caskets	met	47.100.75a, b	Coffer	15th century	French	Iron on wood core with cloth and leather interior		0	https://images.metmuseum.org/CRDImages/cl/web-large/sf47-100-75abs05.jpg	https://www.metmuseum.org/art/collection/search/470126	CC0/PD
chests_caskets	cma	1924.747	Ivory Box with Scenes of Adam and Eve	1000–1100s	Byzantium, Constantinople, Byzantine period	ivory, wood	Overall: 14.3 x 46.7 x 20.3 cm (5 5/8 x 18 3/8 x 8 in.)	0	https://openaccess-cdn.clevelandart.org/1924.747/1924.747_web.jpg	https://clevelandart.org/art/1924.747	CC0/PD
cups_tankards	met	1975.1.1206	Goblet	17th century	Façon de Venise, probably south Lowlands or Germany	Colorless (yellowish), transparent turquoise blue, and opaque brick red, yellow, and white nonlead glass.  Blown, traile		1	https://images.metmuseum.org/CRDImages/rl/web-large/rl1975.1.1206.R.jpg	https://www.metmuseum.org/art/collection/search/459200	CC0/PD
cups_tankards	met	52.50	Beaker with Apes	ca. 1425–50	South Netherlandish	Silver, gilded silver, and painted enamel		1	https://images.metmuseum.org/CRDImages/cl/web-large/DP102947.jpg	https://www.metmuseum.org/art/collection/search/470308	CC0/PD
cups_tankards	met	81.10.189	"Glass ""Claw"" Beaker"	5th–6th century	Frankish	Glass		1	https://images.metmuseum.org/CRDImages/md/web-large/DP30015.jpg	https://www.metmuseum.org/art/collection/search/468762	CC0/PD
cups_tankards	met	17.190.730a, b	Goblet	ca. 1475–1500 (modern foot)		Glass, enameled and gilded		1	https://images.metmuseum.org/CRDImages/es/web-large/DP238557.jpg	https://www.metmuseum.org/art/collection/search/193614	CC0/PD
cups_tankards	cma	1955.70	Marriage Beaker	late 1400s	Italy, Venice	opaque glass (milk glass or lattimo), enameled	Overall: 10.2 x 7.4 cm (4 x 2 15/16 in.)	0	https://openaccess-cdn.clevelandart.org/1955.70/1955.70_web.jpg	https://clevelandart.org/art/1955.70	CC0/PD
cups_tankards	cma	1971.266	Tankard	c. 1680	Germany, Augsburg	cut and seamed silver sheet, repoussé and chased ornament, cast handle and feet, partially gilded	Diameter: 17.5 cm (6 7/8 in.); Overall: 26.5 x 26.4 cm (10 7/16 x 10 3/8 in.)	0	https://openaccess-cdn.clevelandart.org/1971.266/1971.266_web.jpg	https://clevelandart.org/art/1971.266	CC0/PD
cups_tankards	cma	1950.573	Covered Beaker	c. 1490–1500	Italy, Venice	glass, enameled and gilded, gilt-silver mounts	Diameter: 23.5 x 10.2 cm (9 1/4 x 4 in.)	0	https://openaccess-cdn.clevelandart.org/1950.573/1950.573_web.jpg	https://clevelandart.org/art/1950.573	CC0/PD
cups_tankards	cma	1950.573.a	Beaker	c. 1490–1500	Italy, Venice	glass, enameled and gilded, gilt-silver mounts	Diameter: 23.5 x 10.2 cm (9 1/4 x 4 in.)	0	https://openaccess-cdn.clevelandart.org/1950.573.a/1950.573.a_web.jpg	https://clevelandart.org/art/1950.573.a	CC0/PD
